id  , designation                 , appmag   , absmag                , b-v; interpret as bprp, ra                   , dec                  , ly                , parallax           , parsec                , from earth X         , from earth Y        , from earth Z          , galactic l            , galactic b
6430, Gaia DR3 3228374397821605504, 5.9589047, -1.46912841055045     , -0.15344477           ,  73.71129180308165   , 0.46714337974713166  , 997.7735668512453 , 3.268837848944795  ,   305.9191205592555   , 85.80059231340938    , 293.6299468772896   , 2.4941890979788788    , 198.08689066327526    , -25.72281444975792
6431, Gaia DR3 5522548187060866816, 5.958911 , -0.5559572881808785   , -0.19012785           , 127.4399700124037    , -46.33163183         , 655.237930377115  , 4.977672764033737  ,   200.89709537065548  , -84.32964003495182   , 110.13926656497505  , -145.31860410997302   , 263.7651080674106     , -4.3147708728676095
6432, Gaia DR3 2186922756433246592, 5.959072 , -1.4672788075498309   , -0.050753117          , 307.3630013529543    , 56.068215122650145   , 997.0008619288756 , 3.2713712941931985 ,   305.682207878707    , 103.55109890541694   , -135.62062863418555 , 253.62536785177846    ,  91.78755603261925    , 9.944651539890806
6433, Gaia DR3 448152697443908480 , 5.959241 , 1.5575545258607484    , 0.16608524            ,  53.41243208320596   , 54.97485869949167    , 247.60685677999487, 13.172333118779422 ,    75.91669531757653  , 25.970708934424568   , 34.98544590924329   , 62.16820312600773     , 144.68697369426647    , -1.0505172217512513
6434, Gaia DR3 82712106524911104  , 5.95932  , 1.24902373576038      , 1.1410189             ,  37.726812104729675  , 17.703490075606837   , 285.42014675577894, 11.42722417135735  ,    87.51031615416518  , 65.93734548104815    , 51.01147778013348   , 26.611107436591006    , 153.73015281368652    , -39.32531308342226
6435, Gaia DR3 5836171681271105664, 5.959492 , -4.203931456799377    , 2.7107034             , 241.3146001932392    , -56.33991914         , 3516.4954807960644, 0.9275029693089916 ,  1078.1636642576143   , -286.8422244471532   , -524.2451407325132  , -897.3992743578312    , 327.3230255446235     , -2.782693503039631
6436, Gaia DR3 4053887521876855808, 5.959549 , -5.392299851347251    , 1.6591458             , 265.4959430336118    , -33.50381108         , 6078.482105731412 , 0.5365747473246106 ,  1863.673244009435    , -122.0368789573846   , -1549.2231021834655 , -1028.7335613617508   , 355.5432193713968     , -1.4547658840619677
6437, Gaia DR3 3335698896040824704, 5.9601636, -0.8138454675693039   , -0.028367996          ,  89.11680996459627   , 9.509329864314287    , 738.2903395667291 , 4.417720001475394  ,   226.36110927492646  , 3.4411768733313783   , 223.22409355970802  , 37.396713068776194    , 197.93946217233466    , -7.926358049032341
6438, Gaia DR3 1261944065391303680, 5.960255 , -0.7214172665999827   , 1.3029647             , 225.21779854560256   , 22.045613797031244   , 707.5543829977057 , 4.609624473219574  ,   216.93741123809028  , -141.64077334790693  , -142.72172621509526 , 81.42628928223705     ,  30.32621703066932    , 60.485829663099125
6439, Gaia DR3 5307912144259680128, 5.960294 , -2.4354023359092265   , -0.15570498           , 145.44960081774343   , -55.21374513         , 1557.9899053851502, 2.0934410349685226 ,   477.6824296916661   , -224.45972927364164  , 154.5577784026213   , -392.3139389644258    , 277.92825687945316    , -1.7591394859433356
6440, Gaia DR3 461063747095295744 , 5.9605613, -5.983787633927969    , 2.2758021             ,  44.95301250796616   , 57.66323651445162    , 7985.3721178907135, 0.4084418298669744 ,  2448.329056614232    , 926.7847237356667    , 925.2658818013671   , 2068.6392371039656    , 139.28738710601232    , -1.2229467413102695
6441, Gaia DR3 3086247401646980096, 5.960647 , -3.175467138138032    , 2.0981498             , 114.73655158035916   , -0.260477458         , 2191.0293736203694, 1.4885971129682887 ,   671.7734377476942   , -281.09838420022925  , 610.1261534760444   , -3.0539986741565297   , 218.45690909998555    , 10.19694047967715
6442, Gaia DR3 3172041022652647552, 5.960819 , -2.272722226045558    , 2.6466045             ,  65.17238020492131   , -16.82991901         , 1445.8845512439789, 2.255754096821831  ,   443.3107320558196   , 178.1688463583649    , 385.1050578750692   , -128.3524902066012    , 212.18602267601494    , -41.00165181914327
6443, Gaia DR3 5613017756143699456, 5.9609604, -3.102640356986549    , -0.24587059           , 110.22879344946688   , -26.96381093         , 2119.071075908628 , 1.5391461084435258 ,   649.7108978245466   , -200.2293487366435   , 543.3646474876954   , -294.59687458805575   , 240.06560355411696    , -6.19142257928289
6444, Gaia DR3 6146374663329411968, 5.961062 , 2.3632065218876117    , 0.7805891             , 186.2846761697767    , -42.51441308         , 171.0001407585799 , 19.073434592107795 ,    52.42894221126698  , -38.41350880040511   , -4.230492197483086  , -35.43020263561311    , 297.5159137396374     , 20.197895628101328
6445, Gaia DR3 823773494718931968 , 5.9611735, 7.523274591099745     , 1.7223029             , 152.8329289582321    , 49.451988897100506   , 15.885656009679295, 205.31478196510724 ,     4.870569914298463 , -2.8169765688635473  , 1.4456833333583585  , 3.700958524516718     , 165.84498026221556    , 51.87521735069383
6446, Gaia DR3 3449253566443110400, 5.9619207, -0.4178520585749448   , 1.4283543             ,  84.44093700394829   , 33.55919063          , 615.7152693780929 , 5.297188753        ,   188.77937838889764  , 15.239166537712212   , 156.5728604054295   , 104.35689192667802    , 175.0322994080087     , 0.7428813916104672
6447, Gaia DR3 6642476062127252864, 5.9619236, -0.827120551772274    , 1.262588              , 297.22964294660363   , -52.88832545         , 743.4199349612013 , 4.387237746281607  ,   227.93385219379724  , 62.9272957643795     , -122.2876130757007  , -181.76835839038054   , 345.1679210762029     , -29.53422856575043
6448, Gaia DR3 4244688557705982464, 5.961942 , 0.4419866326355022    , 1.0756636             , 307.07015269367275   , 2.937207366224636    , 414.39685022143806, 7.870619668699568  ,   127.05479899846641  , 76.48705561118835    , -101.2435971356753  , 6.510477056311716     ,  47.021098481879214   , -19.733392338027727
6449, Gaia DR3 4216467770713113600, 5.962009 , -0.8965140302218124   , 1.9320803             , 305.1085761          , -6.3621307           , 767.5911843624143 , 4.249084755590511  ,   235.34479953225278  , 134.51972489657805   , -191.34132215579515 , -26.079047457632175   ,  37.251006636894346   , -22.430429573802826
6450, Gaia DR3 1486177813925663744, 5.9621315, 2.7031183135393397    , 1.1719551             , 213.59798226658464   , 41.51828859996578    , 146.2945035682435 , 22.29448079352172  ,    44.85415064209872  , -27.973718061866077  , -18.584273893571897 , 29.731980954319457    ,  79.03056724582028    , 67.82393941517222
6451, Gaia DR3 6447753686719216384, 5.9621716, -1.4892112205502537   , 1.7453604             , 299.24033219421887   , -57.92581296         , 1008.5604564313692, 3.2338765407683256 ,   309.2263997692421   , 80.20960082720175    , -143.28125252758178 , -262.0264660745464    , 339.45191408310535    , -31.06010117907576
6452, Gaia DR3 526024715129959296 , 5.9624877, 0.7634018104468394    , -0.003505707          ,  14.62991401446846   , 66.35173619401951    , 357.47242804792535, 9.123948433759292  ,   109.60167160742877  , 42.53810035707516    , 11.104064369060497  , 100.3978893784218     , 123.5051117801056     , 3.3629224393453825
6453, Gaia DR3 2752338227234710784, 5.962865 , 1.629008062904851     , 0.42344713            ,   3.745617564        , 8.820851014262223    , 239.99199706584233, 13.590286509033815 ,    73.5819660119214   , 72.55636795762206    , 4.750022105082586   , 11.283460505489325    , 107.3488162211668     , -53.034806371239185
6454, Gaia DR3 5976498948652231296, 5.963737 , 0.21869440976747612   , 0.13140059            , 256.5840810340477    , -37.22770206         , 459.6570127448585 , 7.095638507772297  ,   140.9316439816709   , -26.03593292384235   , -109.1528746733186  , -85.26141227256572    , 348.36808223459207    , 2.4378267824127313
6455, Gaia DR3 3768173378004981760, 5.9638066, -2.4690191677852855   , 2.5727425             , 155.67404103983955   , -9.39513046          , 1584.8586182108975, 2.057950130391999  ,   485.92042403355987  , -436.8394061302574   , 197.4788714427268   , -79.32267694944304    , 252.74973299954306    , 38.57695238789092
6456, Gaia DR3 6446828928721570176, 5.9640317, 0.0012911103559618553 , 1.0836229             , 294.6083923071037    , -57.98361102         , 508.1284248965529 , 6.418771003932722  ,   155.79306371691857  , 34.39393400510713    , -75.09380510202038  , -132.09639072001917   , 339.186957368206      , -28.612814102011722
6457, Gaia DR3 3214685134457907840, 5.9642506, 2.4967156918602944    , 1.1568103             ,  77.74214486575111   , -2.254784162         , 161.039477905053  , 20.25317047986816  ,    49.37498556060689  , 10.474768157484203   , 48.21197821605353   , -1.9425724315642539   , 202.87789112147215    , -23.557644569557894
6458, Gaia DR3 3110688789222400896, 5.964321 , -2.7199259705187      , -0.046940327          , 110.51450444514495   , 0.1771137273701287   , 1779.4048352601317, 1.8329499478533178 ,   545.5686344142471   , -191.1906077724196   , 510.968142039661    , 1.6864687296147334    , 216.1038366433617     , 6.647651329484195
6459, Gaia DR3 4094860616496202624, 5.96435  , -5.599285368926989    , 0.3905654             , 273.8781896613101    , -18.66157735         , 6701.197935794972 , 0.4867129774779703 ,  2054.599006547472    , 131.65782698627916   , -1942.121128867577  , -657.4259008475699    ,  12.147546318570436   , -0.5368435495450058
6460, Gaia DR3 4250876677870605696, 5.9649396, -1.9117089161091583   , 3.7444715             , 303.9732024074321    , 7.670388932281216    , 1226.7472002425948, 2.6587058844356943 ,   376.12283699904185  , 208.29873900576996   , -309.12735270981824 , 50.202625901774866    ,  49.664521519089945   , -14.679554058080434
6461, Gaia DR3 5258994665765546880, 5.9649553, -0.5877427094082455   , 1.6246524             , 153.34265776354195   , -56.58669473         , 666.7529934015898 , 4.891706572415101  ,   204.42763383215083  , -100.60722127437695  , 50.50634457677035   , -170.6398360851095    , 282.2571759572291     , -0.11452224899949545
6462, Gaia DR3 830137364942108160 , 5.9651513, -1.0057384395716058   , 1.4448447             , 157.1520280576887    , 45.212118953693754   , 808.3572172422214 , 4.034800370963578  ,   247.84373650713812  , -160.90241908102618  , 67.7957285440012    , 175.89959764275085    , 170.84533374945406    , 56.10714844350361
6463, Gaia DR3 4468373546866391040, 5.9657807, -0.8650307482813488   , 1.6627779             , 271.8374223377613    , 2.4818072367556807   , 757.8576902595031 , 4.303657588911168  ,   232.36049321781698  , 7.443319419805072    , -232.0231836551189  , 10.061712129895477    ,  29.962106352243676   , 11.197325789326932
6464, Gaia DR3 6394227364734625920, 5.9657955, 0.6642250254835593    , 1.1345868             , 343.04198040039944   , -63.18884776         , 374.7481237645876 , 8.703339104771272  ,   114.898430126868    , 49.57166161517805    , -15.11587083941025  , -102.54662383079864   , 322.9982588756661     , -48.84448479281189
6465, Gaia DR3 662702703472546816 , 5.965887 , -1.3800322651881762   , 1.6415067             , 127.92197168302549   , 18.987636646557043   , 960.7474164979767 , 3.3948152698538836 ,   294.56683810752423  , -171.18672191031985  , 219.72514411524222  , 95.84148056973699     , 205.6031529052461     , 30.055569344466722
6466, Gaia DR3 5427054429650918528, 5.9660463, -0.4240155343496408   , -0.16757488           , 138.12704525846817   , -43.61319748         , 618.6396324278254 , 5.272148483601259  ,   189.67599321423657  , -102.25800904589717  , 91.66377322649241   , -130.8359074018234    , 266.4457148546419     , 3.25139650878353
6467, Gaia DR3 6641904487879804928, 5.966417 , 0.40722546840413454   , 1.1989379             , 295.0785788066059    , -54.41784074         , 421.9526109791922 , 7.729683180372209  ,   129.3714084607342   , 31.907103035717736   , -68.1807173211256   , -105.21543560029099   , 343.25330629084726    , -28.456976281680156
6468, Gaia DR3 1354968521537483520, 5.966455 , -0.5342850081388022   , 1.4317079             , 254.45903026706688   , 42.51223897619962    , 650.9885858226252 , 5.010164649628245  ,   199.59423889875558  , -39.4194827802189    , -141.74838999932715 , 134.87534434251577    ,  67.22610479716045    , 38.468162247513725
6469, Gaia DR3 4186792020603510144, 5.966538 , 0.6533770064562248    , 1.2546363             , 293.88938336921467   , -12.2532007          , 376.7537389224222 , 8.657007649953519  ,   115.51335524179295  , 45.71401805526591    , -103.21117270194847 , -24.51566074875491    ,  26.581622106564442   , -14.994719721478454
6470, Gaia DR3 5834719982292240640, 5.9666433, -2.744960261059009    , 1.4949708             , 241.02580099873498   , -59.17621254         , 1801.963892800412 , 1.8100029712200536 ,   552.4852809086486   , -137.13476967981845  , -247.66062269625158 , -474.44520919836094   , 325.3201360634405     , -4.801518920348576
6471, Gaia DR3 2721401749600227200, 5.966677 , -2.347682775785116    , -0.13768148           , 330.0330934917622    , 6.717449634091447    , 1500.7119037837203, 2.173341859804458  ,   460.1208942296694   , 395.87277360025286   , -228.25248425325617 , 53.82181584609116     ,  65.46965789475693    , -36.36389790951902
6472, Gaia DR3 235776425900114176 , 5.9666953, -0.07821941293968138  , 0.08544779            ,  49.44077699723389   , 39.28329680222806    , 527.7257853171941 , 6.180406739154524  ,   161.80164869485588  , 81.43428649246397    , 95.14797430163553   , 102.44556354538815    , 151.30895656595166    , -15.562608995594166
6473, Gaia DR3 6074161385328709120, 5.966711 , -2.3473269455283123   , 1.2471447             , 193.10231534471535   , -53.82994248         , 1500.4895022894086, 2.173663991        ,   460.05270554256515  , -264.4472676614411   , -61.550072108553856 , -371.3862182780402    , 302.8732368964558     , 9.169361071554688
6474, Gaia DR3 6234178878787196032, 5.9669833, -0.782730147855422    , 1.3491302             , 234.5659409092399    , -28.20677686         , 730.0759829252876 , 4.467425413628176  ,   223.8425731629305   , -114.36498303588779  , -160.7247407209414  , -105.80031160440477   , 341.8548546096391     , 21.974948194928448
6475, Gaia DR3 4474937871797638528, 5.967185 , -1.4760948883167062   , 3.2916608             , 271.8436346902586    , 6.542718839498737    , 1004.8039876294135, 3.2459664174849103 ,   308.0746598650381   , 9.846809497545042    , -305.9097876211811  , 35.103251006734986    ,  33.67698954484505    , 13.01442486723613
6476, Gaia DR3 6337304342094223744, 5.967186 , 3.290262017043596     , 0.6678357             , 224.7183166363312    , -4.989724092         , 111.89486814321282, 29.148432400184525 ,    34.30716226076259  , -24.285412940063758  , -24.047790394427693 , -2.9839366384941477   , 351.317818386576      , 45.78717417584717
6477, Gaia DR3 3722642807656724608, 5.967408 , 1.3948831743569583    , 0.11770487            , 210.33528154312683   , 8.894917679          , 267.87386097183946, 12.175730727018843 ,    82.13059424687557  , -70.03315971431634   , -40.981945883512324 , 12.699258378930525    , 348.02270916648047    , 65.66761954059436
6478, Gaia DR3 5353181099561680896, 5.9674907, -0.4583628512557292   , 1.6983685             , 162.99359976131558   , -55.13829482         , 628.9209800449029 , 5.185961517402608  ,   192.82827237423285  , -105.40047610194613  , 32.2370341201478    , -158.22217257846904   , 286.173875289418      , 3.892083970390592
6479, Gaia DR3 705832623326195456 , 5.9675574, 0.6434464247756662    , 1.1329741             , 133.56121492481893   , 30.579290730572033   , 378.6583754375425 , 8.613463247        ,   116.09732012826454  , -68.87928578757952   , 72.42848718825712   , 59.06222120762272     , 193.92151574523172    , 38.26840092190076
6480, Gaia DR3 4047453660849395200, 5.967602 , -1.2787261667678527   , 1.4426155             , 278.99854440238437   , -29.69915654         , 917.679448197066  , 3.554138655287396  ,   281.36212370677407  , 38.22677287901743    , -241.39403608218294 , -139.39970529379113   ,   4.424832193461392   , -9.730968156887881
6481, Gaia DR3 6282129199345325952, 5.9677267, -1.6051445719411204   , 1.2410641             , 222.96371578294517   , -18.35533657         , 1066.5952043026339, 3.057917368128884  ,   327.0199549610107   , -227.13285709054526  , -211.53605629442822 , -102.98161515526883   , 338.6983218775068     , 36.20964722411279
6482, Gaia DR3 140480722327539328 , 5.967968 , -0.6050249682126703   , 1.6572137             ,  42.720378922214564  , 35.39391391549978    , 673.0137945346862 , 4.846200815623703  ,   206.34720640880016  , 123.58090120578213   , 114.11858364885552  , 119.51518445729756    , 148.55751264864872    , -21.632050409085192
6483, Gaia DR3 470608916774465920 , 5.967968 , -1.9232424197214417   , 1.2867064             ,  62.36484115         , 59.90806041160374    , 1235.0014178871465, 2.6409362392311344 ,   378.6535945643026   , 88.06125573685557    , 168.1941853996841   , 327.61940710564147    , 145.34127338378238    , 5.802378850214349
6484, Gaia DR3 6296192331021181184, 5.9680247, 0.5132252361770737    , 1.158514              , 214.26577667925136   , -18.58573841         , 402.1473998296601 , 8.110359538272577  ,   123.29909608581788  , -96.5844153678662    , -65.80091921723806  , -39.298305736936676   , 329.38764176859354    , 40.023805227086456
6485, Gaia DR3 6630594017927298688, 5.9681673, -0.05857047259462522  , 1.6021843             , 273.5677499518901    , -63.68993937         , 523.3267408192895 , 6.2323587648013055 ,   160.4528939585013   , 4.425541447634226    , -70.97947987975236  , -143.83135679869383   , 330.60652768742506    , -19.956866105299085
6486, Gaia DR3 5892756535278366080, 5.968354 , -2.9666739724146804   , 3.6495562             , 215.71767606980353   , -55.96235489         , 1997.2432715026139, 1.6330309114253192 ,   612.3582799343302   , -278.2879368502604   , -200.10038098569726 , -507.4429275663774    , 315.3511935092714     , 4.835331492783876
6487, Gaia DR3 6244693748999376128, 5.9684234, 0.40729907692618017   , 1.289485              , 244.7822539185168    , -20.21813114         , 422.3283511759746 , 7.7228061789320455 ,   129.48661106218333  , -51.769693992262624  , -109.92781033643817 , -44.74994684860199    , 355.0237171826385     , 21.2236997493334
6488, Gaia DR3 4574299741163124992, 5.9684935, -2.162990339235564    , 2.157866              , 259.85037921027754   , 27.28374129          , 1379.5013826652942, 2.364303538209172  ,   422.95753647496724  , -66.24125027290793   , -370.0198675460934  , 193.88262440050343    ,  49.86028822462208    , 31.418600934704067
6489, Gaia DR3 3792964341554252288, 5.9686046, 0.5861883346147314    , 1.270822              , 174.60011597322367   , -2.435841388         , 388.9632993078174 , 8.385264125957729  ,   119.25682780872265  , -118.62030692165119  , 11.212678100650106  , -5.068492342283881    , 268.71907537516165    , 55.55555744439363
6490, Gaia DR3 3373336072412412160, 5.9689   , -2.746450817151624    , 1.4431748             ,  92.75738057162408   , 18.130445640426373   , 1805.076181835828 , 1.8068821874780236 ,   553.4395141698537   , -25.30232329997461   , 525.3525658611184   , 172.2201202627805     , 192.10552749907546    , -0.6476939724234078
6491, Gaia DR3 145259990135756928 , 5.9690137, -0.2093072279236452   , 0.067807674           ,  65.88492755800075   , 20.98189032686249    , 561.1636842214615 , 5.812136622        ,   172.05376697698694  , 65.63502906913564    , 146.62545060702524  , 61.60778298520276     , 175.14141613151517    , -19.937324421586993
6492, Gaia DR3 1829514132327415680, 5.969026 , -1.4899479362690151   , 1.7331309             , 305.3835448015741    , 22.848792977569307   , 1012.0923903160804, 3.222591169746274  ,   310.30929687513964  , 165.58440804124862   , -233.1416710980221  , 120.49325598719004    ,  63.501069533656334   , -7.728130709051842
6493, Gaia DR3 594761612247514240 , 5.969182 , -1.5310050147899652   , 1.8762507             , 128.6383833237203    , 5.503950709563098    , 1031.4846637673388, 3.162005325496217  ,   316.25500182959655  , -196.56015396127256  , 245.88862642669255  , 30.333404869110506    , 219.82220619262935    , 25.170189974140484
6494, Gaia DR3 2503654874857069440, 5.9692025, 0.35531337831799004   , 1.1468515             ,  39.653490165175704  , 3.4432353400150753   , 432.71624185191075, 7.5374106274388675 ,   132.67155651035418  , 101.96180049958903   , 84.51059618010028   , 7.968204254794968     , 167.052183534537      , -50.221950111896135
6495, Gaia DR3 3177403508362234752, 5.9695005, 0.2617049737369044    , 1.1428018             ,  67.54176498         , -13.59236619         , 451.8397944958406 , 7.218399175396279  ,   138.53487119533003  , 51.43947601441751    , 124.44237149053119  , -32.55744188786143    , 209.46064370903608    , -37.645297591018355
6496, Gaia DR3 2633314341181013376, 5.969698 , 2.6801322432686234    , 1.2233944             , 352.38447103827417   , -4.5337745           , 148.36741279607796, 21.98299436873525  ,    45.489708236573286 , 44.94738760414754    , -6.009661430186599  , -3.595813191145356    ,  77.87148509210347    , -60.04859122418349
6497, Gaia DR3 6303623311638224640, 5.969796 , 0.7888346259569028    , 1.1359458             , 215.8567295348117    , -11.71430464         , 354.50114893633906, 9.200421521301493  ,   108.69067223547599  , -86.25730898059399   , -62.34065531106723  , -22.06765900164124    , 335.50755304354993    , 45.44893890738165
6498, Gaia DR3 4815173945347069056, 5.9699216, 2.5040971803629555    , 0.5235429             ,  72.56739525         , -41.32055507         , 160.91267559660938, 20.26913037091234  ,    49.33610775107905  , 11.10040655200223    , 35.350930758966435  , -32.57520831677227    , 245.5795160577116     , -39.79935369050384
6499, Gaia DR3 6148297468647884928, 5.9701543, 0.5353179470278899    , 1.1825924             , 183.87485478418742   , -41.91408153         , 398.46725944337373, 8.185264718        ,   122.17075860734549  , -90.70522700640602   , -6.1436706886781565 , -81.61195600449551    , 295.54363280400264    , 20.55481119768856
6500, Gaia DR3 458284937619681664 , 5.970163 , -5.929979939123458    , 2.9956803             ,  35.528722285672714  , 56.604131417963856   , 7824.452530027505 , 0.41684194357155036,  2398.990829550125    , 1074.6174269045828   , 767.3302417303839   , 2002.8875870064603    , 135.0418354536013     , -4.2642034216289915
6501, Gaia DR3 1702919077909941248, 5.970201 , -0.674301318963523    , 1.4105573             , 243.13296019677847   , 75.21084026633376    , 695.54596583462   , 4.689208420735059  ,   213.2556095348913   , -24.60090937710101   , -48.56025622287532  , 206.1908139842471     , 108.95597950294315    , 35.819003607764515
6502, Gaia DR3 5131602431063039744, 5.9705057, 0.5403094932905459    , 1.1342893             ,  35.74073237556161   , -18.35557434         , 397.6166972684409 , 8.202774235605201  ,   121.90997475699999  , 93.91592934875001    , 67.58673371259755   , -38.391061275711      , 195.08019849767476    , -67.46737406045976
6503, Gaia DR3 5767946297469256064, 5.970645 , -1.3209487368638015   , 1.7705483             , 251.47453172342406   , -83.23996973         , 937.009770916454  , 3.4808174911665977 ,   287.2888344584966   , -10.744585562041353  , -32.064807616025945 , -285.2915638398175    , 309.15958364928065    , -23.316078507275158
6504, Gaia DR3 5616965724440635008, 5.9707117, -2.4128793990201762   , 2.6884727             , 110.4219529381943    , -24.23257632         , 1549.3287933763143, 2.1051438622607486 ,   475.02691760271597  , -151.14679040025644  , 405.94532936894325  , -194.97079207506616   , 237.70940323173332    , -4.781339163922201
6505, Gaia DR3 3047853142806752512, 5.970721 , -3.8723211529491293   , -0.25627995           , 108.61770201764386   , -10.31623979         , 3034.1273330750055, 1.0749581813675886 ,   930.2687465737272   , -292.1892151662971   , 867.3361511665759   , -166.5935301021848    , 224.56434249642408    , 0.13624159437420866
6506, Gaia DR3 3118813011918411520, 5.970748 , -3.0367331082192397   , 3.2069292             ,  98.80167470055207   , -1.509985632         , 2065.00731252753  , 1.5794423488059768 ,   633.1348534221446   , -96.84531162123878   , 625.4617315006599   , -16.683844372989974   , 212.27586415282872    , -4.549715230579708
6507, Gaia DR3 4974304613969143936, 5.970935 , 0.6172411988183848    , 1.2393203             ,   7.180801358538047  , -50.53287647         , 383.85228700790475, 8.496914335        ,   117.68978249914298  , 74.22104248458471    , 9.35103238073971    , -90.85526925066817    , 312.24192348948776    , -66.03554756780579
6508, Gaia DR3 3726808788494865664, 5.9710135, -0.7175696595450773   , 1.7811961             , 207.96564455913196   , 10.135813900607118   , 709.8098212821596 , 4.594977277305779  ,   217.6289325605415   , -189.21632422549484  , -100.4626175284171  , 38.29879127821282     , 345.3515287138278     , 68.097543214146
6509, Gaia DR3 3250455133929795456, 5.971192 , -2.19872589802611     , 3.9381862             ,  57.862609447063576  , -1.371246222         , 1404.1352812606385, 2.322824619200336  ,   430.5103328654505   , 228.9449432684953    , 364.44097177610564  , -10.302317535108687   , 189.72401470065046    , -40.06825947419669
6510, Gaia DR3 1814977214209402752, 5.9712057, -1.1979447279572728   , 1.1444044             , 306.59650339420733   , 17.315535324302484   , 885.6363998795654 , 3.682730294784099  ,   271.53766905393906  , 154.54763807977338   , -208.1251051603815  , 80.81877183668443     ,  59.46108515551507    , -11.73687902334054
6511, Gaia DR3 393907157421124864 , 5.9713707, -0.956506788056231    , 1.1223683             ,   0.33030511620934255, 49.981506046667754   , 792.5029178225419 , 4.115517970534881  ,   242.9827805781718   , 156.2437971521455    , 0.9007416905732482  , 186.0851852603695     , 114.51984562761459    , -12.176690891551717
6512, Gaia DR3 4250552562455293312, 5.9714346, -1.8208810521737337   , 2.7673988             , 303.0082982704086    , 7.684446449092352    , 1180.017648427177 , 2.7639925592191537 ,   361.7954746891601   , 195.32190544027182   , -300.67401306109394 , 48.378266096185186    ,  49.17673205360196    , -13.848118058255881
6513, Gaia DR3 3453257133093515648, 5.971474 , 3.925905952036013     , 0.7740326             ,  91.53488686824987   , 35.38642445950152    , 83.66406884427155 , 38.98399928493698  ,    25.651549824093856 , -0.5601627352134638  , 20.905307946347595  , 14.854505234319445    , 176.4268950150749     , 6.707590485625802
6514, Gaia DR3 4991914594059739904, 5.9718075, 0.29721303279944333   , 1.3597832             ,   4.677634154017948  , -43.23556575         , 444.9838668835178 , 7.329614043858738  ,   136.43283179935915  , 99.06619836624195    , 8.105792714660113   , -93.45641796323885    , 323.6295899738191     , -72.37852545346598
6515, Gaia DR3 3643892348901748992, 5.972    , 0.9819302302395538    , 1.471384              , 211.06060679795058   , -5.381480871         , 324.6678807657491 , 10.045835123287867 ,    99.54374004027187  , -84.89551168748186   , -51.132670288149974 , -9.335861274097839    , 333.705050131614      , 53.272627443127746
6516, Gaia DR3 5628770493588578816, 5.972094 , -1.1661596508828298   , 1.6238666             , 133.10883367918981   , -32.50935823         , 873.1243546016055 , 3.7355045507672315 ,   267.7014540899464   , -154.2769403091354   , 164.8129934679989   , -143.8727611288548    , 255.42563697914386    , 7.546223827697936
6517, Gaia DR3 2853403343195423872, 5.9721794, -0.5666955068044208   , 1.6712279             , 358.84591996934364   , 25.954949771912784   , 662.5220753540308 , 4.922945395075517  ,   203.13042695950122  , 182.60532737007225   , -3.6786246539009424 , 88.90293860988915     , 107.1267834807175     , -35.28048130984089
6518, Gaia DR3 3422091372924795776, 5.9722543, 1.9017835057029782    , 0.34172773            ,  77.43818396116441   , 28.030211185438915   , 212.5785944044198 , 15.342843004197546 ,    65.17696881382523  , 12.512732122055855   , 56.15450712563943   , 30.629073248737516    , 176.21843290790514    , -7.3363258180907875
6519, Gaia DR3 4484271694728548224, 5.9723277, 0.21668234123991414   , 0.09650278            , 275.6472016          , 12.029748665580408   , 461.9068938229891 , 7.061076688        ,   141.6214614549446   , 13.629902410109407   , -137.83914468797778 , 29.516678278762758    ,  40.41106573399755    , 12.024532787017675
6520, Gaia DR3 5586820585936041600, 5.972343 , -2.6213396783364598   , 0.009512901           , 114.99162490792065   , -37.57944432         , 1706.718546654747 , 1.911012220727793  ,   523.2828912099569   , -175.207444438848    , 375.8770134512402   , -319.1297642107921    , 251.41161906856522    , -7.576825455690052
6521, Gaia DR3 5906087594056264704, 5.9724703, -2.0908753810947305   , 2.2203107             , 223.10041983531968   , -46.7599648          , 1336.8864098421438, 2.439668752699129  ,   409.8917112799225   , -205.02735839789665  , -191.86402656278202 , -298.6020639504688    , 323.32468797552457    , 11.425929678368682
6522, Gaia DR3 5351458401035529088, 5.97309  , -5.9155756907644745   , 0.6556306             , 158.35572494420776   , -58.19013428         , 7783.205735362734 , 0.41905098116335426,  2386.3444901711864   , -1169.1586441858783  , 463.9480618963085   , -2027.9201873738714   , 285.3958381520685     , -0.005419424144089398
6523, Gaia DR3 2955248214762066176, 5.9731874, 0.4758643302570329    , -0.034458637          ,  79.84867074663819   , -27.3689221          , 410.10020483543434, 7.953080641129658  ,   125.73744000890198  , 19.68045219057899    , 109.91499522134129  , -57.803784020244564   , 229.9486154264705     , -31.43649508099905
6524, Gaia DR3 4937183864463433216, 5.9732184, 3.8405260588636607    , 0.65950775            ,  29.252439835818727  , -51.76514092         , 87.08910762349026 , 37.45083729759414  ,    26.70167270370322  , 14.417916252986103   , 8.075227602119304   , -20.973643347581252   , 281.113668130776      , -62.42240590869638
6525, Gaia DR3 6152517256835276544, 5.9733443, 0.23858170512281252   , -0.12913942           , 192.9870656873398    , -39.68051393         , 457.48608734898   , 7.129309699667464  ,   140.26603445865783  , -105.18978982897042  , -24.25996591954957  , -89.56072014045392    , 302.7668714369033     , 23.318870650666934
